iter	Logloss
235	0.403547203
236	0.4033664624
237	0.4033264096
238	0.4031661361
239	0.4030104993
240	0.4029299376
241	0.4028453401
242	0.4026072929
243	0.4025511077
244	0.4023602321
245	0.4022765703
246	0.4022135684
247	0.4019988
248	0.4019213044
249	0.4017906178
250	0.4017436797
251	0.4017097977
252	0.4015966366
253	0.4014837291
254	0.4013938812
255	0.4013118608
256	0.4012136985
257	0.4011723153
258	0.401016961
259	0.4008366357
260	0.400644614
261	0.400518885
262	0.400433955
263	0.40029886
264	0.4002931926
265	0.4001930441
266	0.4001738011
267	0.4000704127
268	0.4000452051
269	0.3999585053
270	0.3998716265
271	0.3998354461
272	0.3997213353
273	0.3996396112
274	0.3994706867
275	0.3994332091
276	0.3993464771
277	0.3990608238
278	0.398994134
279	0.3988083592
280	0.3986636163
281	0.3985163891
282	0.3983419059
283	0.3981988701
284	0.3981207254
285	0.3980339928
286	0.3979460658
287	0.3979008716
288	0.3978442216
289	0.3977591165
290	0.3975169234
291	0.3974082809
292	0.3974048919
293	0.3973397012
294	0.3971074292
295	0.3969945804
296	0.3968880198
297	0.3967502959
298	0.3966568408
299	0.396556528
300	0.3964646211
301	0.3964133334
302	0.3963940322
303	0.3963121939
304	0.3962812795
305	0.3961926871
306	0.3960407396
307	0.3958287152
308	0.3957766727
309	0.3957070401
310	0.3956912171
311	0.3955432407
312	0.3954215309
313	0.3953766663
314	0.395348085
315	0.3952866965
316	0.39519859
317	0.3951322206
318	0.3950142031
319	0.3949546106
320	0.39492445
321	0.3948024246
322	0.3947033076
323	0.3946237146
324	0.394594329
325	0.3945014737
326	0.3943740947
327	0.3942597043
328	0.394184396
329	0.3941295727
330	0.3941179563
331	0.3940752685
332	0.3939157192
333	0.3938548487
334	0.3937458654
335	0.3936771758
336	0.3935284517
337	0.3934388251
338	0.3934152378
339	0.3932957794
340	0.3931620651
341	0.393112222
342	0.3930171985
343	0.3928224846
344	0.3927636037
345	0.3926202196
346	0.3925856264
347	0.3925430898
348	0.3925105938
349	0.392416405
350	0.3922719661
351	0.3922156103
352	0.392110588
353	0.3919824097
354	0.3919708563
355	0.3918734347
356	0.3918279264
357	0.3917327664
358	0.3917151678
359	0.3917147218
360	0.3916170699
361	0.3915874964
362	0.3915788187
363	0.3914951987
364	0.391326711
365	0.3912504244
366	0.3912485424
367	0.3912067852
368	0.3911658498
369	0.3910909326
370	0.3909647815
371	0.3908650432
372	0.3907855345
373	0.3907059819
374	0.3906033588
375	0.3905879252
376	0.3905287083
377	0.3904138309
378	0.3901333441
379	0.3900681396
380	0.3900157822
381	0.3899028399
382	0.3898202722
383	0.3897120594
384	0.3896782372
385	0.3896735109
386	0.3895914907
387	0.3894846091
388	0.3894762692
389	0.38926711
390	0.3892056222
391	0.3891771813
392	0.3890667053
393	0.3890197434
394	0.3889966895
395	0.3886902514
396	0.388564573
397	0.3884836707
398	0.3883542771
399	0.3882372995
400	0.3881725013
401	0.3880742214
402	0.3879949035
403	0.3878661349
404	0.3877851466
405	0.387615163
406	0.3875518463
407	0.3875429826
408	0.3875120205
409	0.3873221578
410	0.3872034446
411	0.3871218509
412	0.3870816388
413	0.3869441461
414	0.3868022835
415	0.3867361447
416	0.3866301428
417	0.3866029964
418	0.3865412542
419	0.3864501289
420	0.3864110184
421	0.3863965021
422	0.3863899725
423	0.3863247213
424	0.3862861163
425	0.3862157319
426	0.386070616
427	0.3859724846
428	0.3858109176
429	0.3856296703
430	0.3853678672
431	0.3852419193
432	0.3852200833
433	0.3852034266
434	0.3850655814
435	0.3849497509
436	0.3849215629
437	0.3847897829
438	0.3847607982
439	0.384708624
440	0.3846931853
441	0.3846643684
442	0.3844835526
443	0.38443573
444	0.3842353729
445	0.3841141113
446	0.383994422
447	0.3838359938
448	0.3838199587
449	0.3836994541
450	0.3835816394
451	0.3834441373
452	0.3833730195
453	0.3833278537
454	0.3833138374
455	0.383230959
456	0.3831012775
457	0.3830566263
458	0.3830187644
459	0.3829538
460	0.3828835105
461	0.3828067758
462	0.3827540152
463	0.3826896413
464	0.3826729943
465	0.3825883253
466	0.38239332
467	0.3823187298
468	0.3821470087
469	0.3820213041
470	0.3819209382
471	0.3816935093
472	0.3815837551
473	0.3814165267
474	0.3813852616
475	0.3813050856
476	0.3812998756
477	0.3812130615
478	0.381206163
479	0.3811008349
480	0.3810425567
481	0.3809381706
482	0.3808560443
483	0.3806596738
484	0.3805884363
485	0.3804205646
486	0.3803381157
487	0.3802330393
488	0.3801359821
489	0.380117402
490	0.3799927036
491	0.3799815046
492	0.3799034757
493	0.3799011838
494	0.3798637049
495	0.3797103396
496	0.3796196734
497	0.3795130672
498	0.3795108258
499	0.3794883756
500	0.3793123988
501	0.3792047458
502	0.3791942572
503	0.3790627246
504	0.3790550365
505	0.3790084856
506	0.3789385606
507	0.3789122383
508	0.3787090044
509	0.3786360534
510	0.3786008641
511	0.378594939
512	0.3785695909
513	0.3784002752
514	0.3783004245
515	0.3781764746
516	0.3781424573
517	0.3780171901
518	0.3779112538
519	0.3779079152
520	0.3778017759
521	0.3776767362
522	0.3775760183
523	0.3774828092
524	0.377477143
525	0.3774716098
526	0.3774092211
527	0.3773360708
528	0.3771839744
529	0.3770917796
530	0.3770467276
531	0.3769205067
532	0.3769081136
533	0.3767885083
534	0.3767277265
535	0.376672992
536	0.3765103203
537	0.3764353927
538	0.3764258631
539	0.3763888425
540	0.3762853744
541	0.3761827186
542	0.3760763815
543	0.3760012468
544	0.3758514914
545	0.3757149603
546	0.3755808177
547	0.3754689338
548	0.3753480053
549	0.3752571125
550	0.3752189062
551	0.3751816333
552	0.3750662011
553	0.3750541699
554	0.3749376608
555	0.3748161279
556	0.3747772366
557	0.3746940883
558	0.3745945193
559	0.374552582
560	0.3744574184
561	0.3743907829
562	0.3743405104
563	0.3742863253
564	0.3741997355
565	0.3740352476
566	0.3740240029
567	0.3739554522
568	0.3738304684
569	0.3736626234
570	0.3736394456
571	0.3736197281
572	0.3736158823
573	0.3735289151
574	0.3735243923
575	0.3733634297
576	0.3733426094
577	0.3732182845
578	0.373215119
579	0.3731841302
580	0.3731608252
581	0.3731419878
582	0.3731039448
583	0.3730178503
584	0.3729740152
585	0.3729088737
586	0.3728123453
587	0.3728015273
588	0.3726415541
589	0.372493434
590	0.3723357874
591	0.3722273085
592	0.372214389
593	0.3721109458
594	0.3720553936
595	0.371957252
596	0.3718324715
597	0.3717637517
598	0.3717595006
599	0.371723895
600	0.3716868295
601	0.3716193212
602	0.371476442
603	0.3714056722
604	0.3713485153
605	0.3712507894
606	0.3711806
607	0.3710779875
608	0.3709062416
609	0.3708303621
610	0.3707790841
611	0.3707599603
612	0.3707435224
613	0.3706599748
614	0.3706411349
615	0.3705504849
616	0.3704306049
617	0.3703685591
618	0.3703336871
619	0.3702301543
620	0.3702027695
621	0.3701269825
622	0.3699736171
623	0.3699729139
624	0.3699683085
625	0.3698708451
626	0.3697323813
627	0.3696383059
628	0.3696090797
629	0.3695077363
630	0.3694199654
631	0.3693997933
632	0.3693891053
633	0.3693562542
634	0.3692335533
635	0.3690052057
636	0.368837027
637	0.3686933274
638	0.3686506354
639	0.3686496864
640	0.3686192189
641	0.3685136986
642	0.3684229312
643	0.3683877017
644	0.3683332286
645	0.3683316719
646	0.3682585451
647	0.3681671098
648	0.3680254152
649	0.3679270126
650	0.3679101727
651	0.3677992583
652	0.3676931236
653	0.3676697779
654	0.3675823108
655	0.3675338877
656	0.3674744445
657	0.3674537662
658	0.3673793151
659	0.3672977911
660	0.3671828704
661	0.3670854246
662	0.366970112
663	0.3669572399
664	0.3668209327
665	0.3668045139
666	0.3666916877
667	0.3665811408
668	0.3665026041
669	0.3664348639
670	0.3662761401
671	0.3661292853
672	0.3659624961
673	0.3659040105
674	0.3658045809
675	0.3656679902
676	0.3656175242
677	0.3655152897
678	0.3655146097
679	0.3653437465
680	0.365342602
681	0.3653409105
682	0.3652752839
683	0.3651344378
684	0.3650133012
685	0.3648539985
686	0.3647508598
687	0.36474059
688	0.3647303528
689	0.364676175
690	0.3645880947
691	0.3645075712
692	0.3644900207
693	0.3644288023
694	0.3643102529
695	0.3642614082
696	0.3641558956
697	0.3640991172
698	0.3640786017
699	0.3640757648
700	0.3639040889
701	0.3638256946
702	0.3637315454
703	0.3636478848
704	0.3636407645
705	0.3635638411
706	0.3634529909
707	0.3634029787
708	0.3633290743
709	0.3632611935
710	0.3631815909
711	0.3631742558
712	0.3631067373
713	0.3630286416
714	0.3629841654
715	0.3628797271
716	0.3628764182
717	0.3628515459
718	0.3627562132
719	0.3626165016
720	0.3625449779
721	0.3625200032
722	0.3624476609
723	0.3622181094
724	0.3621729288
725	0.3621464584
726	0.3620361161
727	0.3619331522
728	0.3618534488
729	0.3617495377
730	0.3616392389
731	0.3615829336
732	0.3615794724
733	0.3614936539
734	0.3614127564
735	0.3613719795
736	0.3613064735
737	0.3612048827
738	0.3610941747
739	0.3610475629
740	0.3610368699
741	0.3610352917
742	0.3609113576
743	0.360817527
744	0.3606504802
745	0.3606323908
746	0.3605950551
747	0.3605604074
748	0.3605355754
749	0.3605284721
750	0.3605042442
751	0.3604558357
752	0.360450402
753	0.3603068448
754	0.3602354129
755	0.3601641772
756	0.360066319
757	0.3600058182
758	0.3599573596
759	0.3599179383
760	0.3596772651
761	0.359607702
762	0.3595288611
763	0.3594280751
764	0.3593731451
765	0.3593267349
766	0.3591970312
767	0.3591191868
768	0.3590490848
769	0.358950188
770	0.3588401394
771	0.3587670923
772	0.358658334
773	0.3585402635
774	0.3583831586
775	0.3582818666
776	0.3582112318
777	0.3581828781
778	0.3580472047
779	0.3579817853
780	0.3579498938
781	0.3578812863
782	0.3578356146
783	0.3578284079
784	0.3577991003
785	0.3577932505
786	0.3577296694
787	0.3575948085
788	0.3575750262
789	0.3575505236
790	0.3574934089
791	0.3574660828
792	0.357394705
793	0.3572494987
794	0.3570747244
795	0.357032606
796	0.3570069201
797	0.3569083468
798	0.3567877953
799	0.3566863275
800	0.3566563022
801	0.356542439
802	0.3564774122
803	0.3563438716
804	0.3562480426
805	0.3562343237
806	0.3561442814
807	0.3561380102
808	0.3560185413
809	0.3559542339
810	0.3558996483
811	0.3558938152
812	0.3558297607
813	0.3556963718
814	0.355445376
815	0.3553845427
816	0.3553434207
817	0.3551472951
818	0.3550278734
819	0.355003033
820	0.3549682461
821	0.3549356029
822	0.3548676432
823	0.3548275507
824	0.3546268591
825	0.3546137844
826	0.3545067409
827	0.354298605
828	0.3542816282
829	0.3541838505
830	0.3540889577
831	0.3540376324
832	0.3539910885
833	0.3539176145
834	0.35389039
835	0.3538260745
836	0.3536786998
837	0.3536117665
838	0.3534739072
839	0.3534219169
840	0.3533279091
841	0.3533059854
842	0.3532300181
843	0.3531523019
844	0.3531133793
845	0.3530433791
846	0.353011444
847	0.3528887593
848	0.3527897693
849	0.3527005238
850	0.3526457352
851	0.3525535012
852	0.3524929262
853	0.3524104639
854	0.3524041471
855	0.3523930836
856	0.3523662417
857	0.3522749228
858	0.352266365
859	0.3522439272
860	0.352197891
861	0.3521058041
862	0.3519275279
863	0.3517924233
864	0.3517689425
865	0.351752249
866	0.3517291518
867	0.351721281
868	0.3516443838
869	0.3516061364
870	0.3515890124
871	0.3515611007
872	0.351531963
873	0.3514619847
874	0.3512827774
875	0.3512425262
876	0.351169933
877	0.3510318601
878	0.3510292978
879	0.3509164761
880	0.35088691
881	0.350872778
882	0.3507607688
883	0.3506900694
884	0.3506032191
885	0.3505213415
886	0.3504581689
887	0.3504022808
888	0.3502727903
889	0.3501688761
890	0.3501027564
891	0.3500247234
892	0.3499085154
893	0.3498471449
894	0.3497768935
895	0.3497137946
896	0.3496901862
897	0.3496274604
898	0.3495271942
899	0.3494677368
900	0.3493601821
901	0.3493130564
902	0.3492324186
903	0.3492008472
904	0.3491889333
905	0.3490089003
906	0.3489561116
907	0.3489013373
908	0.3488726728
909	0.3487809181
910	0.3487686902
911	0.3487553557
912	0.348717627
913	0.3486292663
914	0.3486024152
915	0.3485553783
916	0.3484708974
917	0.348317333
918	0.3482581316
919	0.3482095338
920	0.3481533748
921	0.3481157303
922	0.3480549396
923	0.3479522751
924	0.3479011642
925	0.3478433396
926	0.3478236909
927	0.3478213114
928	0.3477618595
929	0.3477287143
930	0.3476790578
931	0.3476121232
932	0.3475653768
933	0.3474962915
934	0.3473607422
935	0.347244414
936	0.3472261674
937	0.3472219784
938	0.3471354172
939	0.3470932864
940	0.347072636
941	0.3470098565
942	0.346927021
943	0.3468654744
944	0.3468572656
945	0.3467719066
946	0.3466473588
947	0.346563691
948	0.3465051442
949	0.3464355198
950	0.3463349493
951	0.3462780662
952	0.3461844279
953	0.3461514344
954	0.3461046582
955	0.3460137112
956	0.3459809873
957	0.3459222991
958	0.3458366943
959	0.3458322712
960	0.3457493165
961	0.3457141648
962	0.3456486184
963	0.3456373592
964	0.3455304573
965	0.345457992
966	0.345367939
967	0.3452920302
968	0.3452457319
969	0.3450888543
970	0.3450636516
971	0.344896114
972	0.3448569916
973	0.3447714072
974	0.3447172573
975	0.3445882424
976	0.3445127685
977	0.3444812642
978	0.3443958305
979	0.3443626505
980	0.3443255816
981	0.3442568778
982	0.3442181418
983	0.344184139
984	0.3441015119
985	0.344026788
986	0.343983278
987	0.3438706557
988	0.3438390394
989	0.3437624652
990	0.3436964481
991	0.3435814316
992	0.3434519617
993	0.3433337262
994	0.3432831857
995	0.3432571418
996	0.3431454031
997	0.3430762154
998	0.342973583
999	0.3428838959
